time,B0,B1,B2,B3,B7,ENABLE,DONE,CLK
5159792,1,1,1,1,0,1,0,1
5164583,1,1,1,1,0,1,0,0
5165417,0,0,0,0,0,1,1,0
5169583,0,0,0,0,0,1,1,1
5169792,0,0,0,0,0,1,0,1
5174583,0,0,0,0,0,1,0,0
5175625,1,0,1,1,0,1,1,0
5179583,1,0,1,1,0,1,1,1
5179792,1,0,1,1,0,1,0,1
5184583,1,0,1,1,0,1,0,0
5185625,1,0,1,1,0,1,1,0
5189583,1,0,1,1,0,1,1,1
5189792,1,0,1,1,0,1,0,1
5194583,1,0,1,1,0,1,0,0
5195625,1,0,1,1,0,1,1,0
5199583,1,0,1,1,0,1,1,1
5199792,1,0,1,1,0,1,0,1
5204583,1,0,1,1,0,1,0,0
5205417,0,0,1,1,0,1,0,0
5205625,0,1,1,1,0,1,1,0
5209583,0,1,1,1,0,1,1,1
5209792,0,1,1,1,0,1,0,1
5214583,0,1,1,1,0,1,0,0
5215625,0,1,1,1,0,1,1,0
5219583,0,1,1,1,0,1,1,1
5219792,0,1,1,1,0,1,0,1
5224583,0,1,1,1,0,1,0,0
5225625,0,1,1,1,0,1,1,0
5229583,0,1,1,1,0,1,1,1
5229792,0,1,1,1,0,1,0,1
5234583,0,1,1,1,0,1,0,0
5235625,1,0,1,1,0,1,1,0
5239583,1,0,1,1,0,1,1,1
5239792,1,0,1,1,0,1,0,1
5244583,1,0,1,1,0,1,0,0
5245625,1,0,1,1,0,1,1,0
5249583,1,0,1,1,0,1,1,1
5249792,1,0,1,1,0,1,0,1
5254583,1,0,1,1,0,1,0,0
5255625,0,1,1,1,0,1,1,0
5259583,0,1,1,1,0,1,1,1
5259792,0,1,1,1,0,1,0,1
5264583,0,1,1,1,0,1,0,0
5265625,0,1,1,1,0,1,1,0
5269583,0,1,1,1,0,1,1,1
5269792,0,1,1,1,0,1,0,1
5274583,0,1,1,1,0,1,0,0
5275625,0,1,1,1,0,1,1,0
5279583,0,1,1,1,0,1,1,1
5279792,0,1,1,1,0,1,0,1
5284583,0,1,1,1,0,1,0,0
5285625,1,0,1,1,0,1,1,0
5289792,1,0,1,1,0,1,0,1
5294792,1,0,1,1,0,1,0,0
5295625,1,0,1,1,0,1,1,0
5299792,1,0,1,1,0,1,0,1
5304792,1,0,1,1,0,1,0,0
5305625,0,1,1,1,0,1,1,0
5309792,0,1,1,1,0,1,0,1
5314792,0,1,1,1,0,1,0,0
5315625,1,1,1,1,0,1,1,0
5319792,1,1,1,1,0,1,1,1
5320000,1,1,1,1,0,1,0,1
5324792,1,1,1,1,0,1,0,0
5325625,0,1,1,1,0,1,1,0
5329792,0,1,1,1,0,1,1,1
5330000,0,1,1,1,0,1,0,1
5334792,0,1,1,1,0,1,0,0
5335625,1,0,1,1,0,1,1,0
5339792,1,0,1,1,0,1,1,1
5340000,1,0,1,1,0,1,0,1
5344792,1,0,1,1,0,1,0,0
5345625,1,0,1,1,0,1,1,0
5349792,1,0,1,1,0,1,1,1
5350000,1,0,1,1,0,1,0,1
5354792,1,0,1,1,0,1,0,0
5355625,0,1,1,1,0,1,1,0
5359792,0,1,1,1,0,1,1,1
5360000,0,1,1,1,0,1,0,1
5364792,0,1,1,1,0,1,0,0
5365625,0,1,1,1,0,1,1,0
5369792,0,1,1,1,0,1,1,1
5370000,0,1,1,1,0,1,0,1
5374792,0,1,1,1,0,1,0,0
5375625,1,0,1,1,0,1,1,0
5379792,1,0,1,1,0,1,1,1
5380000,1,0,1,1,0,1,0,1
5384792,1,0,1,1,0,1,0,0
5385625,1,0,1,1,0,1,1,0
5389792,1,0,1,1,0,1,1,1
5390000,1,0,1,1,0,1,0,1
5394792,1,0,1,1,0,1,0,0
5395625,1,0,1,1,0,1,1,0
5399792,1,0,1,1,0,1,1,1
5400000,1,0,1,1,0,1,0,1
5404792,1,0,1,1,0,1,0,0
5405625,1,1,1,1,0,1,1,0
5409792,1,1,1,1,0,1,1,1
5410000,1,1,1,1,0,1,0,1
5414792,1,1,1,1,0,1,0,0
5415625,1,1,1,1,0,1,1,0
5419792,1,1,1,1,0,1,1,1
5420000,1,1,1,1,0,1,0,1
5424792,1,1,1,1,0,1,0,0
5425625,1,0,1,1,0,1,1,0
5429792,1,0,1,1,0,1,1,1
5430000,1,0,1,1,0,1,0,1
5434792,1,0,1,1,0,1,0,0
5435625,0,0,1,1,0,1,1,0
5439792,0,0,1,1,0,1,1,1
5440000,0,0,1,1,0,1,0,1
5444792,0,0,1,1,0,1,0,0
5445625,1,0,1,1,0,1,1,0
5449792,1,0,1,1,0,1,1,1
5450000,1,0,1,1,0,1,0,1
5454792,1,0,1,1,0,1,0,0
5455625,0,0,1,1,0,1,1,0
5455833,0,1,1,1,0,1,1,0
5459792,0,1,1,1,0,1,1,1
5460000,0,1,1,1,0,1,0,1
5464792,0,1,1,1,0,1,0,0
5465625,1,1,1,1,0,1,1,0
5469792,1,1,1,1,0,1,1,1
5470000,1,1,1,1,0,1,0,1
5474792,1,1,1,1,0,1,0,0
5475625,1,0,1,1,0,1,1,0
5479792,1,0,1,1,0,1,1,1
5480000,1,0,1,1,0,1,0,1
5484792,1,0,1,1,0,1,0,0
5485625,0,0,1,1,0,1,0,0
5485833,0,0,1,1,0,1,1,0
5489792,0,0,1,1,0,1,1,1
5490000,0,0,1,1,0,1,0,1
5494792,0,0,1,1,0,1,0,0
5495833,1,0,1,1,0,1,1,0
5499792,1,0,1,1,0,1,1,1
5500000,1,0,1,1,0,1,0,1
5504792,1,0,1,1,0,1,0,0
5505833,1,0,1,1,0,1,1,0
5509792,1,0,1,1,0,1,1,1
5510000,1,0,1,1,0,1,0,1
5514792,1,0,1,1,0,1,0,0
5515625,0,0,1,1,0,1,1,0
5515833,0,1,1,1,0,1,1,0
5519792,0,1,1,1,0,1,1,1
5520000,0,1,1,1,0,1,0,1
5524792,0,1,1,1,0,1,0,0
5525833,0,1,1,1,0,1,1,0
5529792,0,1,1,1,0,1,1,1
5530000,0,1,1,1,0,1,0,1
5534792,0,1,1,1,0,1,0,0
5535833,0,0,1,1,0,1,1,0
5539792,0,0,1,1,0,1,1,1
5540000,0,0,1,1,0,1,0,1
5544792,0,0,1,1,0,1,0,0
5545833,0,0,1,1,0,1,1,0
5549792,0,0,1,1,0,1,1,1
5550000,0,0,1,1,0,1,0,1
5554792,0,0,1,1,0,1,0,0
5555833,0,1,1,1,0,1,1,0
5559792,0,1,1,1,0,1,1,1
5560000,0,1,1,1,0,1,0,1
5564792,0,1,1,1,0,1,0,0
5565833,0,1,1,1,0,1,1,0
5569792,0,1,1,1,0,1,1,1
5570000,0,1,1,1,0,1,0,1
5574792,0,1,1,1,0,1,0,0
5575625,0,0,1,1,0,1,0,0
5575833,1,0,1,1,0,1,1,0
5579792,1,0,1,1,0,1,1,1
5580000,1,0,1,1,0,1,0,1
5584792,1,0,1,1,0,1,0,0
5585833,1,0,1,1,0,1,1,0
5589792,1,0,1,1,0,1,1,1
5590000,1,0,1,1,0,1,0,1
5594792,1,0,1,1,0,1,0,0
5595833,1,0,1,1,0,1,1,0
5599792,1,0,1,1,0,1,1,1
5600000,1,0,1,1,0,1,0,1
5604792,1,0,1,1,0,1,0,0
5605833,0,1,1,1,0,1,1,0
5609792,0,1,1,1,0,1,1,1
5610000,0,1,1,1,0,1,0,1
5614792,0,1,1,1,0,1,0,0
5615833,1,1,1,1,0,1,1,0
5619792,1,1,1,1,0,1,1,1
5620000,1,1,1,1,0,1,0,1
5624792,1,1,1,1,0,1,0,0
5625833,0,1,1,1,0,1,1,0
5629792,0,1,1,1,0,1,1,1
5630000,0,1,1,1,0,1,0,1
5634792,0,1,1,1,0,1,0,0
5635833,0,0,1,1,0,1,1,0
5639792,0,0,1,1,0,1,1,1
5640000,0,0,1,1,0,1,0,1
5644792,0,0,1,1,0,1,0,0
5645833,1,0,1,1,0,1,1,0
5649792,1,0,1,1,0,1,1,1
5650000,1,0,1,1,0,1,0,1
5654792,1,0,1,1,0,1,0,0
5655833,1,0,1,1,0,1,1,0
5659792,1,0,1,1,0,1,1,1
5660000,1,0,1,1,0,1,0,1
5664792,1,0,1,1,0,1,0,0
5665833,0,1,1,1,0,1,1,0
5669792,0,1,1,1,0,1,1,1
5670000,0,1,1,1,0,1,0,1
5674792,0,1,1,1,0,1,0,0
5675833,1,1,1,1,0,1,1,0
5679792,1,1,1,1,0,1,1,1
5680000,1,1,1,1,0,1,0,1
5684792,1,1,1,1,0,1,0,0
5685833,1,0,1,1,0,1,1,0
5689792,1,0,1,1,0,1,1,1
5690000,1,0,1,1,0,1,0,1
5694792,1,0,1,1,0,1,0,0
5695833,0,0,1,1,0,1,1,0
5699792,0,0,1,1,0,1,1,1
5700000,0,0,1,1,0,1,0,1
5704792,0,0,1,1,0,1,0,0
5705833,1,0,1,1,0,1,1,0
5710000,1,0,1,1,0,1,0,1
5715000,1,0,1,1,0,1,0,0
5715833,0,1,1,1,0,1,1,0
5720000,0,1,1,1,0,1,0,1
5725000,0,1,1,1,0,1,0,0
5725833,0,1,1,1,0,1,1,0
5730000,0,1,1,1,0,1,0,1
5735000,0,1,1,1,0,1,0,0
5735833,1,0,1,1,0,1,1,0
5740000,1,0,1,1,0,1,1,1
5740208,1,0,1,1,0,1,0,1
5745000,1,0,1,1,0,1,0,0
5745833,1,0,1,1,0,1,1,0
5750000,1,0,1,1,0,1,1,1
5750208,1,0,1,1,0,1,0,1
5755000,1,0,1,1,0,1,0,0
5755833,0,1,1,1,0,1,1,0
